onet_code,occupation,human_beta,job_zone,employment_2024,employment_growth_pct,openings_annual,gpt_percentile,gpt_high,openings_rank,growth_rank,labor_market_score,valid_routes,good_transitions,transition_score,usable_for_model,target_label,ability_Arm-Hand Steadiness,ability_Auditory Attention,ability_Category Flexibility,ability_Control Precision,ability_Deductive Reasoning,ability_Depth Perception,ability_Dynamic Flexibility,ability_Dynamic Strength,ability_Explosive Strength,ability_Extent Flexibility,ability_Far Vision,ability_Finger Dexterity,ability_Flexibility of Closure,ability_Fluency of Ideas,ability_Glare Sensitivity,ability_Gross Body Coordination,ability_Gross Body Equilibrium,ability_Hearing Sensitivity,ability_Inductive Reasoning,ability_Information Ordering,ability_Manual Dexterity,ability_Mathematical Reasoning,ability_Memorization,ability_Multilimb Coordination,ability_Near Vision,ability_Night Vision,ability_Number Facility,ability_Oral Comprehension,ability_Oral Expression,ability_Originality,ability_Perceptual Speed,ability_Peripheral Vision,ability_Problem Sensitivity,ability_Rate Control,ability_Reaction Time,ability_Response Orientation,ability_Selective Attention,ability_Sound Localization,ability_Spatial Orientation,ability_Speech Clarity,ability_Speech Recognition,ability_Speed of Closure,ability_Speed of Limb Movement,ability_Stamina,ability_Static Strength,ability_Time Sharing,ability_Trunk Strength,ability_Visual Color Discrimination,ability_Visualization,ability_Wrist-Finger Speed,ability_Written Comprehension,ability_Written Expression,style_Achievement Orientation,style_Adaptability,style_Attention to Detail,style_Cautiousness,style_Cooperation,style_Dependability,style_Empathy,style_Humility,style_Initiative,style_Innovation,style_Integrity,style_Intellectual Curiosity,style_Leadership Orientation,style_Optimism,style_Perseverance,style_Self-Confidence,style_Self-Control,style_Sincerity,style_Social Orientation,style_Stress Tolerance,style_Tolerance for Ambiguity,context_Contact With Others,context_Face-to-Face Discussions with Individuals and Within Teams,context_Freedom to Make Decisions,context_Importance of Being Exact or Accurate,context_Physical Proximity,context_Spend Time Making Repetitive Motions,context_Time Pressure,transferable_Complex Problem Solving,transferable_Coordination,transferable_Equipment Maintenance,transferable_Equipment Selection,transferable_Installation,transferable_Instructing,transferable_Judgment and Decision Making,transferable_Management of Financial Resources,transferable_Management of Material Resources,transferable_Management of Personnel Resources,transferable_Negotiation,transferable_Operation and Control,transferable_Operations Analysis,transferable_Operations Monitoring,transferable_Persuasion,transferable_Programming,transferable_Quality Control Analysis,transferable_Repairing,transferable_Service Orientation,transferable_Social Perceptiveness,transferable_Systems Analysis,transferable_Systems Evaluation,transferable_Technology Design,transferable_Time Management,transferable_Troubleshooting
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.0588235294117647,2,14.8,-12.8,1.2,15.492957746478872,False,0.17876489707475623,0.041170097508125676,0.10996749729144095,5,0,0.0,True,Nicht hoch GPT-exponiert,3.0,3.25,3.38,3.62,3.0,3.12,0.25,2.38,1.0,3.12,3.0,3.0,3.0,1.88,1.88,2.5,1.5,2.88,2.88,3.25,3.12,2.0,2.0,3.38,3.38,0.75,2.12,3.25,3.38,1.88,3.38,1.75,3.12,3.0,3.75,3.0,3.75,1.75,1.75,2.62,2.62,2.25,2.0,3.0,3.62,2.5,3.25,2.75,3.12,2.0,3.0,2.62,0.82,0.32,2.16,2.35,0.43,2.44,-0.17,-0.12,0.14,-0.39,0.91,0.31,-0.32,-0.11,0.77,0.56,0.7,0.11,-0.23,1.09,-0.61,4.01,4.11,3.29,4.15,3.42,3.9,4.6,2.62,2.88,3.12,2.62,0.25,3.0,2.62,0.62,1.38,2.25,1.62,3.88,1.62,3.75,1.88,0.88,3.25,2.88,1.88,2.5,2.12,1.88,0.0,2.62,2.75
51-4192.00,"Layout Workers, Metal and Plastic",0.1521739130434782,2,5.7,-5.4,0.5,32.06933911159263,False,0.06988082340195016,0.11592632719393282,0.09290357529794149,5,1,0.2,True,Nicht hoch GPT-exponiert,3.25,3.12,3.25,2.75,3.12,2.75,0.5,2.12,0.88,3.0,3.0,3.12,3.0,2.75,1.75,2.0,1.12,1.75,3.0,3.12,3.12,2.88,2.0,3.0,3.88,0.62,3.0,3.5,3.12,2.25,3.12,0.75,3.25,1.88,2.5,2.0,3.12,0.88,1.25,2.25,2.25,2.12,1.25,2.0,2.75,2.5,2.88,2.62,3.88,1.88,3.0,2.5,1.35,0.19,2.67,1.96,0.51,2.16,-0.13,-0.27,0.3,0.53,0.87,0.79,-0.34,-0.07,1.02,0.8,0.51,0.04,-0.27,0.84,-0.52,3.77,4.59,3.48,4.69,3.26,3.68,4.64,2.88,3.0,2.0,2.0,0.88,2.5,2.75,0.5,0.5,2.25,1.62,2.75,2.0,2.75,1.75,0.12,2.88,2.0,2.0,2.75,1.88,1.88,0.62,2.5,2.0
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0.0416666666666666,2,31.7,-13.6,2.5,12.459371614301192,False,0.3120260021668472,0.03358613217768147,0.17280606717226435,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,3.0,3.0,3.25,3.0,2.62,0.12,2.0,1.0,2.5,2.88,3.0,3.0,2.25,0.88,2.0,1.62,2.62,3.0,3.0,3.25,1.38,1.5,3.38,3.38,0.62,1.5,3.75,3.12,2.25,3.0,0.62,3.0,2.12,2.62,2.0,3.0,0.75,0.88,2.75,2.38,2.0,1.38,2.25,3.0,2.12,3.12,2.5,2.5,1.38,3.0,2.88,0.78,0.25,2.22,2.06,0.18,2.22,-0.23,-0.25,0.16,-0.39,0.89,-0.05,-0.38,-0.09,0.79,0.37,0.68,0.03,-0.25,1.0,-0.55,3.91,4.58,3.9,4.22,3.37,3.47,4.94,2.25,2.62,2.38,2.0,0.25,2.38,2.12,0.5,0.88,2.25,2.12,3.0,1.62,3.12,2.12,0.0,2.75,2.12,2.12,2.25,1.62,1.62,0.5,2.75,2.25
51-4194.00,"Tool Grinders, Filers, and Sharpeners",0.0,2,5.8,-7.8,0.5,3.1960996749729147,False,0.06988082340195016,0.07746478873239436,0.07367280606717226,5,0,0.0,True,Nicht hoch GPT-exponiert,3.25,3.0,3.0,3.5,3.0,2.5,0.0,2.12,1.38,2.75,2.88,3.5,3.12,2.25,0.62,2.0,1.62,2.88,2.62,3.0,3.5,2.88,2.12,3.0,4.12,0.5,2.88,3.12,3.12,2.12,3.12,0.5,3.0,3.0,3.5,1.88,3.25,0.75,0.75,2.38,2.25,2.38,1.25,1.75,3.0,2.38,2.88,2.62,3.38,2.5,3.0,2.38,1.12,0.3,2.67,2.03,0.0,2.14,-0.22,-0.34,0.11,-0.18,0.72,0.39,-0.41,-0.1,1.02,0.44,0.59,0.03,-0.32,0.86,-0.59,3.64,4.49,3.77,4.61,2.86,4.07,4.05,2.75,2.12,3.38,2.38,0.25,2.38,2.75,1.38,1.75,1.88,2.0,3.62,1.38,3.62,2.12,0.5,3.25,3.0,2.0,2.12,2.25,2.25,1.12,2.62,2.88
51-5111.00,Prepress Technicians and Workers,0.109375,3,26.2,-14.6,2.8,25.081256771397616,False,0.34073672806067173,0.028169014084507043,0.1844528710725894,5,0,0.0,True,Nicht hoch GPT-exponiert,3.0,2.12,3.12,3.0,3.0,1.88,0.0,0.5,0.0,0.5,2.75,2.75,2.88,2.88,0.0,0.0,0.0,1.88,3.0,3.0,2.75,2.0,2.0,1.25,4.0,0.0,1.75,3.12,3.12,3.0,2.88,0.0,3.12,1.62,1.38,0.88,2.88,0.0,0.0,2.88,2.88,1.5,0.0,0.0,0.75,2.12,0.88,3.12,3.25,1.75,3.0,3.0,0.7,0.76,3.0,1.23,0.73,2.3,-0.14,-0.28,0.05,0.28,0.31,0.65,-0.68,-0.1,0.88,0.43,0.59,0.1,-0.12,0.22,-0.4,4.1,4.69,3.95,4.64,3.22,3.64,4.92,2.88,2.88,1.88,1.75,0.0,2.5,2.88,0.5,0.88,2.25,2.12,2.12,1.5,3.0,2.38,0.88,2.38,1.75,2.62,2.75,2.25,2.25,1.0,2.75,2.12
51-5112.00,Printing Press Operators,0.125,2,150.2,-8.1,13.7,27.627302275189596,False,0.6798483206933911,0.07583965330444203,0.3778439869989165,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,2.5,3.0,3.88,3.12,2.75,0.12,1.5,0.5,3.0,2.88,3.5,2.88,2.62,0.25,2.12,1.75,2.5,3.0,3.12,3.12,2.0,2.0,3.12,4.12,0.0,2.0,3.38,3.12,2.38,3.0,0.25,3.12,2.88,2.88,2.38,3.12,0.25,0.62,3.0,3.0,2.12,1.62,2.0,3.0,2.25,2.75,3.12,3.12,2.12,3.0,3.0,1.12,0.69,2.67,1.96,0.53,2.27,-0.14,-0.28,0.26,-0.24,0.64,0.43,-0.4,-0.02,1.07,0.58,0.61,0.09,-0.09,1.02,-0.55,4.02,4.6,4.14,4.7,2.98,3.82,4.8,2.88,3.0,3.12,2.5,0.12,2.75,2.88,0.75,1.88,2.0,2.0,3.25,0.75,3.62,2.38,0.62,3.25,3.12,2.62,2.75,2.12,2.12,0.75,3.0,3.12
51-5113.00,Print Binding and Finishing Workers,0.0641025641025641,2,35.8,-16.1,2.8,16.57638136511376,False,0.34073672806067173,0.02275189599133261,0.18174431202600216,5,0,0.0,True,Nicht hoch GPT-exponiert,3.25,2.75,3.0,3.25,2.88,2.25,1.0,2.25,1.88,2.62,2.88,3.25,3.12,2.5,1.25,2.12,1.75,2.75,2.88,3.25,3.12,1.75,2.12,2.75,3.62,1.25,2.12,3.5,3.38,2.38,3.12,1.38,3.0,2.5,3.25,2.25,2.88,1.75,1.62,2.75,2.75,2.25,0.75,2.62,2.75,2.75,3.0,2.88,3.38,2.0,2.88,2.75,0.71,0.28,2.77,1.56,0.51,2.16,-0.12,-0.3,0.31,-0.5,0.64,-0.11,-0.32,-0.02,0.75,0.35,0.53,0.05,-0.16,0.55,-0.69,3.57,4.7,3.42,4.31,3.21,4.19,3.87,2.88,2.75,3.12,2.25,1.5,2.75,2.75,0.75,0.75,2.5,1.88,3.12,0.5,3.12,2.25,0.88,2.88,2.75,2.25,2.62,2.12,2.38,1.0,2.62,2.75
51-6011.00,Laundry and Dry-Cleaning Workers,0.05,2,202.6,5.4,31.9,14.030335861321777,False,0.8331527627302275,0.7589382448537378,0.7960455037919827,5,1,0.2,True,Nicht hoch GPT-exponiert,2.88,2.0,2.62,3.12,2.75,1.38,0.38,2.12,1.12,2.38,2.25,3.0,2.25,2.0,0.0,2.0,1.62,2.0,2.5,2.38,2.62,1.12,1.5,2.25,3.12,0.0,1.12,2.88,3.0,2.0,2.12,0.0,2.62,2.12,2.12,1.38,2.38,0.0,0.0,2.5,2.25,1.75,0.62,2.12,2.12,2.0,3.0,2.25,2.0,1.0,2.25,2.0,0.28,-0.07,1.71,1.17,0.62,2.16,-0.09,-0.32,0.07,-0.47,0.72,-0.34,-0.68,-0.01,0.34,-0.1,-0.05,-0.03,-0.16,0.46,-0.48,3.23,3.85,2.92,3.93,3.12,4.13,3.91,2.25,2.25,1.25,1.12,0.0,2.12,2.12,1.0,1.0,2.0,2.12,2.12,0.88,2.5,2.12,0.0,2.0,1.25,2.38,2.25,1.62,1.5,0.0,2.38,2.25
51-6021.00,"Pressers, Textile, Garment, and Related Materials",0.0208333333333333,2,28.4,-13.5,2.8,7.421451787648971,False,0.34073672806067173,0.03629469122426869,0.18851570964247022,5,0,0.0,True,Nicht hoch GPT-exponiert,3.38,2.12,2.25,3.12,2.12,2.38,0.75,2.25,0.88,2.88,2.38,3.12,2.38,1.38,0.0,2.0,1.12,1.75,2.12,2.12,3.0,0.62,0.88,3.12,3.0,0.0,0.62,2.0,2.0,1.25,2.25,0.0,2.12,2.62,3.0,2.0,2.25,0.0,0.0,1.75,2.0,0.88,1.75,2.25,2.25,0.62,2.88,2.25,2.0,2.0,1.75,1.25,0.32,-0.03,2.14,1.11,-0.01,1.8,-0.14,-0.36,0.01,-0.68,0.6,-0.3,-0.71,-0.07,0.55,0.03,0.14,0.03,-0.34,0.52,-0.61,3.43,4.08,2.69,4.07,2.4,3.68,3.94,1.75,1.75,1.38,1.12,0.25,0.38,2.12,0.5,0.5,0.75,1.12,2.25,0.5,2.12,1.25,0.0,1.88,1.0,1.5,1.75,0.88,1.25,0.5,2.0,1.75
51-6031.00,Sewing Machine Operators,0.0232558139534883,2,124.0,-10.8,13.0,8.017334777898158,False,0.6587215601300108,0.05471289274106175,0.35671722643553627,5,0,0.0,True,Nicht hoch GPT-exponiert,3.75,2.12,2.88,3.25,2.75,2.75,0.12,2.0,0.5,2.25,2.75,3.25,2.62,1.38,0.0,1.62,1.0,2.12,2.12,2.62,3.25,1.62,1.0,3.0,3.38,0.0,1.62,2.38,2.5,1.25,2.62,0.0,2.75,3.0,3.0,2.25,2.5,0.0,0.12,1.75,2.12,2.0,0.88,1.62,2.12,2.12,2.12,2.88,3.0,2.12,2.5,1.88,0.46,-0.09,2.34,1.56,0.47,2.22,-0.13,-0.34,-0.01,-0.45,0.44,-0.22,-0.58,0.01,0.79,0.17,0.41,0.04,-0.21,0.56,-0.84,3.55,3.52,3.0,3.98,3.49,4.44,3.76,2.12,1.75,1.25,0.75,0.0,1.88,2.0,0.88,0.75,1.5,1.5,2.25,0.62,2.12,1.5,0.0,2.62,1.0,1.5,1.88,1.62,1.12,0.0,2.12,2.0
51-6041.00,Shoe and Leather Workers and Repairers,0.0588235294117647,2,9.5,-3.8,0.9,15.492957746478872,False,0.13488624052004333,0.14355362946912242,0.13921993499458288,5,0,0.0,True,Nicht hoch GPT-exponiert,3.88,2.12,3.0,3.12,2.88,2.12,0.12,1.88,1.62,2.25,2.25,3.12,2.12,1.5,0.38,1.12,1.25,2.25,2.38,3.0,3.12,1.38,0.88,2.5,3.25,0.5,1.38,3.0,2.75,1.5,2.0,0.38,2.75,2.12,2.38,1.5,2.5,0.62,0.5,2.5,2.5,1.62,0.38,1.75,2.12,2.0,2.25,2.88,3.0,1.88,2.75,2.12,0.97,0.21,2.32,1.47,0.12,1.98,-0.12,-0.2,0.51,0.75,0.74,0.17,-0.38,0.15,1.05,0.41,0.51,0.17,-0.3,0.4,-0.23,4.25,4.72,4.33,4.19,2.96,4.29,4.03,2.12,2.12,0.75,1.62,0.0,2.12,2.38,0.75,1.12,1.88,1.5,2.0,0.75,2.12,2.12,0.0,2.25,0.88,2.25,2.25,1.25,0.88,0.38,2.38,1.88
51-6042.00,Shoe Machine Operators and Tenders,0.0217391304347826,2,4.1,-3.7,0.4,7.638136511375948,False,0.05579631635969664,0.14680390032502708,0.10130010834236186,5,0,0.0,True,Nicht hoch GPT-exponiert,3.38,2.0,3.0,3.12,2.75,2.62,0.12,2.0,0.5,3.0,3.0,3.25,2.75,2.0,0.75,1.5,1.5,2.62,2.75,3.0,3.0,1.88,1.38,2.88,3.75,0.25,2.0,2.88,3.0,1.88,3.0,0.25,2.88,2.88,3.0,2.12,3.0,0.38,0.5,2.75,2.25,1.75,0.12,2.0,2.12,2.0,3.0,2.25,2.88,2.12,2.88,2.0,0.56,0.0,2.34,1.56,0.27,2.06,-0.22,-0.34,-0.02,-0.43,0.55,-0.28,-0.61,-0.18,0.57,0.13,0.28,0.04,-0.21,0.41,-0.69,4.23,4.21,3.52,4.41,3.28,4.85,3.89,2.5,2.0,2.88,2.38,0.0,1.5,2.25,0.88,0.88,1.88,1.38,3.0,0.88,3.0,2.0,0.38,2.75,2.0,1.5,2.0,1.88,2.0,0.38,2.62,2.75
51-6051.00,"Sewers, Hand",0.0416666666666666,2,5.4,-7.0,0.7,12.459371614301192,False,0.10184182015167931,0.08450704225352113,0.09317443120260022,5,0,0.0,True,Nicht hoch GPT-exponiert,4.12,2.12,3.0,3.25,2.25,2.62,0.25,0.5,0.12,0.75,2.75,4.12,2.12,2.12,0.0,0.0,0.25,1.75,2.25,3.0,3.88,1.75,2.0,2.88,3.75,0.0,2.0,2.38,2.25,2.25,2.5,0.0,2.5,1.88,1.88,1.62,2.75,0.0,0.38,1.88,2.38,2.0,0.0,0.12,1.88,1.88,1.25,3.0,3.25,2.38,2.0,1.88,0.66,-0.04,2.67,1.41,0.12,2.11,-0.13,-0.28,-0.04,-0.08,0.49,-0.23,-0.63,-0.07,0.86,0.37,0.41,0.04,-0.39,0.33,-0.84,3.36,4.47,2.88,4.75,2.85,4.3,3.21,2.12,1.88,0.0,0.38,0.0,2.0,2.25,0.5,1.5,1.75,1.62,2.12,1.5,1.88,1.5,0.12,2.0,0.0,2.0,1.88,1.88,1.25,0.38,2.38,1.38
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",0.0681818181818181,2,38.8,-4.5,5.0,17.6056338028169,False,0.46316359696641385,0.13380281690140844,0.29848320693391117,5,0,0.0,True,Nicht hoch GPT-exponiert,3.88,1.75,3.0,3.25,2.88,1.62,0.0,1.38,0.5,2.12,2.0,3.88,2.75,3.0,0.0,0.75,0.5,1.75,2.75,3.12,3.25,1.62,2.0,2.75,3.75,0.0,1.75,3.62,3.0,3.0,2.12,0.0,2.88,2.25,2.25,1.38,2.38,0.0,0.12,2.38,2.88,2.12,0.0,1.0,1.5,2.0,1.88,2.88,3.38,1.75,2.88,2.62,1.07,0.57,2.63,1.56,0.8,2.16,0.67,0.5,0.83,1.12,0.87,0.45,-0.4,0.43,1.18,1.05,0.7,0.78,0.79,0.53,0.06,3.8,3.74,4.4,4.53,3.58,3.58,4.53,2.62,2.5,1.5,1.88,0.0,1.88,2.75,0.75,0.88,2.0,2.12,2.38,2.12,2.12,2.0,0.0,2.12,1.25,2.75,2.88,1.25,1.25,1.0,2.88,1.38
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,0.1184210526315789,2,6.2,-10.1,0.7,26.435536294691225,False,0.10184182015167931,0.06067172264355363,0.08125677139761647,5,0,0.0,True,Nicht hoch GPT-exponiert,3.25,2.25,3.0,3.38,2.88,2.12,0.25,2.0,1.12,2.88,2.62,3.0,3.0,2.0,0.88,2.0,1.75,2.25,2.62,3.0,3.12,2.12,1.75,3.0,3.12,0.62,2.0,3.0,3.0,2.0,3.12,0.62,3.0,3.0,3.25,2.12,3.0,0.62,1.0,2.5,2.62,2.0,1.62,2.25,2.88,2.38,3.0,3.0,3.0,2.0,2.75,2.0,0.62,0.5,2.11,1.99,0.45,2.14,-0.12,-0.28,0.25,-0.5,0.64,-0.03,-0.45,-0.07,0.73,0.29,0.68,0.08,-0.05,0.9,-0.73,4.17,4.58,3.76,4.19,3.31,3.31,3.82,2.12,2.5,2.0,1.88,0.88,2.12,2.25,0.62,0.75,2.0,1.88,3.25,1.12,3.75,1.88,0.5,3.0,2.12,1.75,2.25,2.0,2.0,0.62,2.38,2.25
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",0.1428571428571428,2,9.3,-11.7,1.0,30.715059588299027,False,0.1495124593716143,0.04658721560130011,0.09804983748645721,5,0,0.0,True,Nicht hoch GPT-exponiert,3.75,3.0,3.0,3.38,3.0,3.0,0.62,2.25,0.88,3.12,3.0,3.12,3.0,2.0,0.88,2.0,1.75,2.75,2.62,3.0,3.0,1.88,2.0,3.0,3.25,0.5,2.0,3.0,3.0,2.0,3.0,1.38,3.0,3.0,3.62,3.0,3.12,1.88,1.0,2.88,2.75,2.12,1.75,2.38,3.0,2.12,3.0,2.88,3.5,2.12,2.75,2.0,0.7,0.25,1.67,2.17,0.45,2.11,-0.16,-0.16,0.17,-0.43,0.7,-0.11,-0.41,-0.13,0.75,0.37,0.51,0.05,-0.16,0.88,-0.79,3.35,4.7,3.07,4.36,3.16,3.39,3.88,2.62,2.75,3.25,2.12,1.25,2.62,2.62,0.75,1.12,2.12,1.62,3.75,1.25,3.75,1.62,0.75,3.12,3.0,1.62,1.88,2.25,2.12,0.75,2.75,3.0
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.125,2,15.3,-11.2,1.7,27.627302275189596,False,0.23672806067172264,0.05037919826652221,0.14355362946912242,5,0,0.0,True,Nicht hoch GPT-exponiert,3.62,2.88,2.75,3.5,2.62,2.0,0.25,1.62,0.5,2.88,2.25,3.5,2.38,1.5,0.25,2.0,1.0,2.38,2.38,2.62,3.12,1.0,1.12,3.12,3.0,0.0,1.0,3.12,3.0,1.5,2.88,0.0,3.0,2.25,2.88,2.12,3.0,0.38,0.12,2.5,2.5,1.5,1.0,2.38,2.5,2.12,3.0,2.88,3.0,2.12,2.5,2.12,0.57,0.42,2.14,1.96,0.45,2.06,-0.14,-0.16,0.16,-0.41,0.64,-0.05,-0.43,-0.1,0.79,0.29,0.46,0.05,-0.14,0.8,-0.52,3.75,4.25,3.79,3.98,3.33,3.5,4.06,2.12,2.25,2.25,2.0,1.0,2.0,2.12,0.5,0.62,1.75,0.88,3.0,1.38,3.12,1.38,0.25,2.62,2.0,1.62,2.0,1.25,1.0,0.25,2.25,2.0
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.0714285714285714,2,21.7,-9.0,2.5,18.201516793066087,False,0.3120260021668472,0.06663055254604551,0.18932827735644636,5,0,0.0,True,Nicht hoch GPT-exponiert,4.0,3.0,2.88,3.5,2.62,2.75,0.75,2.38,1.0,3.25,3.0,3.75,2.88,2.0,0.38,2.88,1.88,2.75,2.38,2.88,3.38,1.88,1.88,3.12,3.38,0.0,2.0,2.75,2.75,2.0,3.12,0.38,3.0,3.12,3.62,2.62,3.12,0.12,0.5,2.5,2.75,2.38,2.0,2.75,3.0,2.12,3.0,3.12,2.88,3.0,2.38,2.0,0.5,0.16,2.02,1.96,0.47,2.11,-0.17,-0.32,0.01,-0.3,0.55,-0.12,-0.52,-0.13,0.66,0.34,0.41,0.04,-0.25,0.46,-0.67,3.67,3.8,3.07,3.87,3.54,4.11,3.27,2.0,2.5,2.5,2.0,1.0,2.5,2.38,0.75,1.0,2.0,1.62,3.88,1.38,3.88,1.62,0.0,3.0,2.75,2.0,2.0,2.12,2.12,0.5,2.12,2.62
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0.0862068965517241,2,15.2,-1.1,2.0,21.72264355362947,False,0.2638136511375948,0.223726977248104,0.2437703141928494,5,0,0.0,True,Nicht hoch GPT-exponiert,3.12,3.25,3.0,3.12,3.12,2.62,0.12,2.25,1.0,2.88,2.62,3.12,3.0,2.12,1.25,2.0,1.88,2.75,3.0,3.12,3.25,2.0,2.0,3.12,3.25,1.0,2.12,3.5,3.0,2.12,3.12,1.25,3.12,3.0,3.5,2.88,3.5,1.62,1.5,2.88,2.75,1.88,1.75,1.88,3.0,2.88,3.0,2.5,3.0,2.5,3.0,3.0,0.66,0.4,2.02,1.99,0.51,2.14,-0.16,-0.4,0.02,-0.59,0.56,-0.03,-0.11,-0.14,0.84,0.44,0.75,0.04,-0.43,0.93,-0.63,4.45,4.92,3.67,4.04,3.19,3.01,3.88,2.75,3.0,2.5,2.25,0.0,2.38,2.88,0.75,1.0,2.12,2.12,3.25,1.5,3.88,2.12,0.25,2.75,2.62,2.12,2.62,1.75,2.0,0.62,2.88,2.75
51-6092.00,Fabric and Apparel Patternmakers,0.1875,3,2.8,-10.2,0.3,36.13217768147345,False,0.03791982665222102,0.059588299024918745,0.04875406283856988,5,0,0.0,True,Nicht hoch GPT-exponiert,3.5,2.12,3.75,3.0,3.62,2.25,0.0,2.12,0.25,1.75,3.0,3.12,3.12,3.62,0.0,1.62,1.25,2.12,3.25,3.75,2.88,3.0,2.5,2.38,3.88,0.0,3.0,3.62,3.75,3.88,3.12,0.0,3.38,1.62,1.75,1.38,3.12,0.0,0.0,3.12,3.0,2.5,0.12,1.5,2.0,2.88,2.12,3.12,4.25,2.38,3.0,3.0,1.3,0.94,2.77,1.66,0.8,2.25,-0.06,-0.14,0.69,1.47,0.64,0.89,-0.34,-0.01,1.18,0.87,0.44,0.06,-0.12,0.44,-0.38,4.52,4.78,4.27,4.72,2.97,3.64,4.07,3.0,2.88,0.12,0.62,0.0,3.0,3.0,1.62,1.88,2.12,2.62,2.5,2.75,2.88,2.62,1.25,3.12,0.38,2.75,2.88,2.75,2.38,1.5,3.0,2.12
51-6093.00,Upholsterers,0.088235294117647,2,22.7,-1.8,2.2,22.21018418201517,False,0.2833152762730228,0.19609967497291442,0.2397074756229686,5,0,0.0,True,Nicht hoch GPT-exponiert,4.12,2.12,3.0,3.62,3.0,2.88,0.38,2.62,1.75,3.0,2.88,4.0,2.88,2.88,1.5,2.62,2.0,2.12,2.88,3.12,3.88,2.25,2.0,3.75,4.0,1.12,2.25,3.0,3.0,3.0,2.75,1.38,3.0,2.62,2.62,2.38,3.0,1.38,1.75,2.88,2.88,2.0,1.38,1.88,3.5,2.62,3.12,3.88,3.88,1.88,3.0,2.12,0.8,0.38,2.22,1.11,0.04,1.98,-0.09,-0.34,0.43,0.67,0.78,0.33,-0.61,-0.06,1.07,0.58,0.33,0.1,-0.14,0.41,-0.3,3.65,3.79,3.21,4.33,3.46,4.14,3.86,3.0,2.75,1.88,2.12,0.38,2.62,2.88,1.5,1.75,2.25,2.25,2.62,1.75,2.88,2.5,0.0,2.75,1.88,2.88,2.5,2.0,2.0,1.38,3.0,2.0
51-7011.00,Cabinetmakers and Bench Carpenters,0.0441176470588235,2,86.0,-1.6,8.1,13.326110509209101,False,0.5601300108342362,0.20693391115926327,0.38353196099674974,5,0,0.0,True,Nicht hoch GPT-exponiert,3.62,3.12,2.88,3.62,2.88,2.75,0.25,2.88,1.25,3.25,3.12,3.88,2.75,2.75,1.12,2.88,1.62,2.5,2.88,3.38,3.75,2.25,1.88,3.25,3.62,1.0,2.25,3.38,3.12,2.75,2.88,0.75,2.88,2.88,3.5,2.62,3.12,1.12,1.38,2.75,2.88,2.5,2.25,2.88,3.5,2.25,3.25,3.12,3.88,2.38,3.12,2.25,1.27,0.23,2.57,1.76,0.13,2.14,-0.13,-0.2,0.43,0.82,0.94,0.49,-0.36,0.04,1.37,0.5,0.7,0.08,-0.23,0.62,-0.38,4.03,4.88,3.64,4.11,3.21,3.48,4.11,2.75,2.5,2.88,2.88,0.62,2.25,2.88,1.25,1.5,2.38,2.0,2.88,2.88,3.12,2.25,0.75,3.38,2.5,2.0,2.38,2.0,2.0,1.5,3.0,2.88
51-7021.00,Furniture Finishers,0.0714285714285714,2,20.5,-3.3,2.0,18.201516793066087,False,0.2638136511375948,0.1560130010834236,0.20991332611050922,5,1,0.2,True,Nicht hoch GPT-exponiert,3.12,2.88,3.12,3.25,3.0,2.5,0.38,2.88,1.12,3.0,3.0,3.25,3.12,2.88,0.88,2.25,2.0,2.12,3.0,3.12,3.75,1.5,2.0,3.12,4.12,0.38,2.0,3.12,3.12,2.88,2.88,0.75,2.88,2.25,2.38,1.88,3.12,0.5,0.5,2.38,2.75,2.12,2.25,2.75,3.12,2.38,3.12,3.75,3.88,2.5,3.0,2.25,0.95,0.21,2.5,1.38,0.17,2.01,-0.14,-0.3,0.38,0.92,0.78,0.47,-0.32,-0.01,1.18,0.48,0.57,0.07,-0.37,0.55,-0.21,3.3,3.88,3.81,4.22,3.17,3.63,3.82,2.75,2.75,2.0,2.25,0.0,2.62,2.75,1.25,1.88,2.62,2.12,2.62,2.0,3.0,2.0,0.12,2.88,2.12,2.62,2.62,2.0,2.0,0.75,2.88,2.25
